Permit_Type,Project,Project_Valuation,Total_SQFT,PSFEE,PAFEE,UTFEE,CDFEE,TotalFeeInvoiced,GeoCluster
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PERMIT,FENCES AND WALLS,4590.0,0,0,0,0.0,239.51,239.51,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
PERMIT,FENCES AND WALLS,4590.0,0,0,0,0.0,239.51,239.51,1
PERMIT,FENCES AND WALLS,4410.0,0,0,0,0.0,230.51,230.51,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PERMIT,FENCES AND WALLS,4050.0,0,0,0,0.0,212.51,212.51,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,410.0,410.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PERMIT,FENCES AND WALLS,4050.0,0,0,0,0.0,212.51,212.51,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
COMMUNICATION STRUCTURE,COMMERCIAL,20000.0,0,0,0,0.0,240.0,240.0,3
NEW,RESIDENTIAL,373990.0,3120,1231,2600,3382.0,644.0,4475.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
RE-ROOF,RESIDENTIAL,7000.0,0,0,0,0.0,110.0,110.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,110.0,110.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,460.0,460.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,460.0,460.0,3
ADDITION,RESIDENTIAL,43106.0,1200,0,0,0.0,444.0,444.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
SPECIAL SYSTEMS,COMMERCIAL,5500.0,0,0,0,0.0,90.0,90.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,373990.0,2569,1231,2600,1750.0,533.8,4364.8,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PERMIT,FENCES AND WALLS,324.0,0,0,0,0.0,89.37,89.37,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,210.0,210.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,4
NEW,RESIDENTIAL,373990.0,2569,1231,2600,1750.0,533.8,4364.8,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,215.0,215.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,215.0,215.0,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,660.0,660.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
PERMIT,FENCES AND WALLS,5500.0,0,0,0,0.0,90.0,90.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,360.0,360.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
NEW,RESIDENTIAL,352990.0,2278,1231,2600,1750.0,475.6,4306.6,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
RE-ROOF,RESIDENTIAL,29177.0,0,0,0,0.0,322.0,322.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
NEW,RESIDENTIAL,320755.0,1905,938,2600,3382.5,401.0,3939.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
NEW,RESIDENTIAL,356895.0,2447,1231,2600,3382.5,509.4,5703.4,4
NEW,RESIDENTIAL,396100.0,2756,1231,2600,3382.5,571.2,5765.2,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
NEW,RESIDENTIAL,441990.0,3019,1231,2600,1750.0,623.8,4454.8,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
RE-ROOF,RESIDENTIAL,24600.0,0,0,0,0.0,280.0,280.0,4
NEW,RESIDENTIAL,425990.0,2780,1231,5200,1750.0,576.0,3176.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
POOL,RESIDENTIAL,100243.0,0,0,0,0.0,840.0,840.0,1
ALTERATION,RESIDENTIAL,7544.0,0,0,0,0.0,120.0,120.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,10.0,10.0,0
POOL,RESIDENTIAL,78000.0,0,0,0,0.0,686.0,686.0,4
PERMIT,FENCES AND WALLS,2868.0,0,0,0,0.0,712.67,712.67,0
ADDITION,RESIDENTIAL,258636.0,6000,0,0,0.0,1798.0,1798.0,0
NEW,RESIDENTIAL,200000.0,1641,938,2600,1750.0,348.2,3886.2,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,190.0,190.0,3
PERMIT,FENCES AND WALLS,4500.0,0,0,0,0.0,132.51,132.51,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
NEW,COMMERCIAL,510376.0,0,0,0,0.0,3549.0,3549.0,0
PERMANENT,SIGN,0.0,0,0,0,0.0,0.0,0.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,10.0,10.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,296990.0,1916,938,5200,1750.0,403.2,3941.2,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,110.0,110.0,2
NEW,RESIDENTIAL,385000.0,1788,938,2600,1750.0,432.6,3970.6,0
NEW,RESIDENTIAL,385000.0,2123,1231,2600,1750.0,444.6,4275.6,0
NEW,RESIDENTIAL,420000.0,2898,1231,2600,1750.0,599.6,4430.6,0
ALTERATION,COMMERCIAL,1889302.0,0,0,0,0.0,9855.3,9855.3,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
ADDITION,COMMERCIAL,188677.0,0,2323,0,0.0,1458.0,3781.0,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PERMANENT,SIGN,0.0,0,0,0,0.0,270.0,270.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
INSTALLATION,MOBILE HOME,0.0,0,0,0,0.0,90.0,90.0,0
COMMUNICATION STRUCTURE,COMMERCIAL,25000.0,0,0,0,0.0,290.0,290.0,0
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
ALTERATION,RESIDENTIAL,49033.0,0,0,0,0.0,492.0,492.0,5
NEW,RESIDENTIAL,349990.0,2575,1231,2600,2812.5,535.0,4366.0,1
NEW,RESIDENTIAL,328990.0,2315,1231,2600,1750.0,573.0,4404.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,391390.0,2729,1231,2600,3382.5,565.8,4396.8,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,10.0,10.0,1
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,910.0,910.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,210.0,210.0,0
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
NEW,RESIDENTIAL,156376.0,2262,1231,5200,1750.0,472.4,4303.4,0
NEW,RESIDENTIAL,111175.0,1589,938,2600,1750.0,337.8,3875.8,0
NEW,RESIDENTIAL,141633.0,2010,1231,2600,1750.0,422.0,4253.0,0
NEW,RESIDENTIAL,142811.0,1845,938,2600,1750.0,389.0,3927.0,0
NEW,RESIDENTIAL,133809.0,1740,1231,2600,1750.0,368.0,4199.0,0
NEW,RESIDENTIAL,351990.0,2845,1231,2600,3382.5,589.0,5482.5,0
POOL,RESIDENTIAL,10000.0,0,0,0,0.0,140.0,140.0,5
PERMIT,FENCES AND WALLS,7000.0,0,0,0,0.0,193.75,193.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,10.0,10.0,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,110.0,110.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,COMMERCIAL,14612433.0,0,0,0,0.0,0.0,0.0,1
NEW,COMMERCIAL,14612433.0,0,0,0,0.0,0.0,0.0,1
NEW,COMMERCIAL,14612433.0,0,0,0,0.0,0.0,0.0,1
NEW,COMMERCIAL,14612433.0,0,0,0,0.0,0.0,0.0,1
NEW,COMMERCIAL,14612433.0,0,0,0,0.0,0.0,0.0,1
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
PERMIT,FENCES AND WALLS,30000.0,0,0,0,0.0,1510.0,1510.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,210.0,210.0,5
INSTALLATION,MOBILE HOME,0.0,0,0,0,0.0,90.0,90.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
RE-ROOF,COMMERCIAL,17000.0,0,0,0,0.0,210.0,210.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,COMMERCIAL,14612433.0,0,0,0,0.0,0.0,0.0,1
NEW,RESIDENTIAL,200000.0,1641,938,2600,1750.0,348.2,3886.2,1
ACCESSORY,RESIDENTIAL,15982.0,0,0,0,0.0,190.0,190.0,3
NEW,RESIDENTIAL,200000.0,1641,938,2600,1750.0,348.2,3886.2,1
NEW,RESIDENTIAL,200000.0,1641,938,2600,1750.0,348.2,3886.2,1
NEW,RESIDENTIAL,255120.0,2820,1231,2600,1750.0,992.6,3592.6,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ALTERATION,COMMERCIAL,276863.0,0,0,0,0.0,1986.0,1986.0,4
RE-ROOF,RESIDENTIAL,40938.0,0,0,0,0.0,410.0,410.0,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,COMMERCIAL,754428.0,0,0,0,0.0,5830.0,5830.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
NEW,COMMERCIAL,18022.0,0,0,0,0.0,310.0,310.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
NEW,COMMERCIAL,521513.0,0,0,0,0.0,3606.75,3606.75,3
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
NEW,RESIDENTIAL,3572801.0,2328,1231,2600,4062.0,485.6,4316.6,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,330385.0,2146,1231,2600,3382.5,599.2,7812.7,4
PERMANENT,SIGN,0.0,0,0,0,0.0,0.0,0.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
FIRE SPRINKLER,COMMERCIAL,2000.0,0,0,0,0.0,90.0,90.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,305990.0,2073,1231,2600,1750.0,434.6,4265.6,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
FIRE ALARM,COMMERCIAL,2000000.0,0,0,0,0.0,330.0,330.0,3
PERMANENT,SIGN,0.0,0,0,0,0.0,110.0,110.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,410.0,410.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,160.0,160.0,3
COMMUNICATION STRUCTURE,COMMERCIAL,35000.0,0,0,0,0.0,370.0,370.0,3
COMMUNICATION STRUCTURE,COMMERCIAL,35000.0,0,0,0,0.0,370.0,370.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
RE-ROOF,RESIDENTIAL,11500.0,0,0,0,0.0,150.0,150.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
ACCESSORY,RESIDENTIAL,15099.0,0,0,0,0.0,190.0,190.0,4
COMMUNICATION STRUCTURE,COMMERCIAL,25000.0,0,0,0,0.0,290.0,290.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PERMIT,FENCES AND WALLS,170.0,0,0,0,0.0,50.0,50.0,3
NEW,RESIDENTIAL,205956.0,1967,1231,2600,3382.5,413.4,4244.4,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,495000.0,2511,1231,2600,1750.0,522.2,4353.2,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
NEW,COMMERCIAL,15810720.0,0,0,374400,0.0,68323.5,68323.5,1
PERMIT,FENCES AND WALLS,30000.0,0,0,0,0.0,1510.0,1510.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
ACCESSORY,RESIDENTIAL,10000.0,0,0,0,0.0,140.0,140.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,190.0,190.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,150000.0,1495,938,2600,1363.0,319.0,3857.0,1
NEW,RESIDENTIAL,150000.0,1879,938,2600,1363.0,395.8,3933.8,1
NEW,RESIDENTIAL,150000.0,1495,938,2600,1363.0,319.0,3857.0,1
NEW,RESIDENTIAL,150000.0,1495,938,2600,1363.0,319.0,3857.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
NEW,RESIDENTIAL,150000.0,1919,938,2600,1363.0,403.8,3941.8,1
NEW,RESIDENTIAL,150000.0,1522,938,2600,387.0,324.4,3862.4,1
NEW,RESIDENTIAL,150000.0,1522,938,2600,1363.0,403.8,3941.8,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
NEW,RESIDENTIAL,150000.0,1913,938,2600,1363.0,552.6,5453.6,1
NEW,RESIDENTIAL,150000.0,1527,938,2600,1363.0,325.4,3863.4,1
NEW,RESIDENTIAL,150000.0,1913,938,2600,1363.0,402.6,3940.6,1
NEW,RESIDENTIAL,150000.0,1968,938,2600,387.0,413.6,3951.6,1
NEW,RESIDENTIAL,150000.0,1968,938,2600,1363.0,413.6,3951.6,1
NEW,RESIDENTIAL,150000.0,1970,938,2600,1363.0,414.0,3952.0,1
